Title,Cast,Director,Headline,Runtime (Min),Genres,Production Company,Release Date,Category,Name,Winner
The Spy Who Loved Me,Roger Moore|Barbara Bach|Curd JÃ¼rgens|Richard Kiel|Caroline Munro,Lewis Gilbert,It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.,125,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,7/7/77,ART DIRECTION,"Art Direction:  Ken Adam, Peter Lamont;  Set Decoration:  Hugh Scaife",False
Star Wars,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness,George Lucas,"A long time ago in a galaxy far, far away...",121,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,ART DIRECTION,"Art Direction:  John Barry, Norman Reynolds, Leslie Dilley;  Set Decoration:  Roger Christian",True
Star Wars,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness,George Lucas,"A long time ago in a galaxy far, far away...",121,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,COSTUME DESIGN,John Mollo,True
Star Wars,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness,George Lucas,"A long time ago in a galaxy far, far away...",121,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,DIRECTING,George Lucas,False
Star Wars,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness,George Lucas,"A long time ago in a galaxy far, far away...",121,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,FILM EDITING,"Paul Hirsch, Marcia Lucas, Richard Chew",True
The Spy Who Loved Me,Roger Moore|Barbara Bach|Curd JÃ¼rgens|Richard Kiel|Caroline Munro,Lewis Gilbert,It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.,125,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,7/7/77,MUSIC (Original Score),Marvin Hamlisch,False
Star Wars,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness,George Lucas,"A long time ago in a galaxy far, far away...",121,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,MUSIC (Original Score),John Williams,True
The Spy Who Loved Me,Roger Moore|Barbara Bach|Curd JÃ¼rgens|Richard Kiel|Caroline Munro,Lewis Gilbert,It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.,125,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,7/7/77,MUSIC (Original Song),Music by Marvin Hamlisch; Lyrics by Carole Bayer Sager,False
Star Wars,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness,George Lucas,"A long time ago in a galaxy far, far away...",121,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,BEST PICTURE,"Gary Kurtz, Producer",False
Star Wars,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness,George Lucas,"A long time ago in a galaxy far, far away...",121,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,SOUND,"Don MacDougall, Ray West, Bob Minkler, Derek Ball",True
Star Wars,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness,George Lucas,"A long time ago in a galaxy far, far away...",121,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,VISUAL EFFECTS,"John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack",True
Star Wars,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness,George Lucas,"A long time ago in a galaxy far, far away...",121,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),George Lucas,False
Apocalypse Now,Martin Sheen|Marlon Brando|Robert Duvall|Laurence Fishburne|Sam Bottoms,Francis Ford Coppola,This is the end...,153,Drama|War,Zoetrope Studios,8/15/79,ACTOR IN A SUPPORTING ROLE,Robert Duvall,False
Alien,Sigourney Weaver|Tom Skerritt|Veronica Cartwright|Harry Dean Stanton|John Hurt,Ridley Scott,In space no one can hear you scream.,117,Horror|Action|Thriller|Science Fiction,Twentieth Century-Fox Productions|Brandywine Productions,5/25/79,ART DIRECTION,"Art Direction:  Michael Seymour, Les Dilley, Roger Christian;  Set Decoration:  Ian Whittaker",False
Apocalypse Now,Martin Sheen|Marlon Brando|Robert Duvall|Laurence Fishburne|Sam Bottoms,Francis Ford Coppola,This is the end...,153,Drama|War,Zoetrope Studios,8/15/79,ART DIRECTION,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson",False
Apocalypse Now,Martin Sheen|Marlon Brando|Robert Duvall|Laurence Fishburne|Sam Bottoms,Francis Ford Coppola,This is the end...,153,Drama|War,Zoetrope Studios,8/15/79,CINEMATOGRAPHY,Vittorio Storaro,True
Apocalypse Now,Martin Sheen|Marlon Brando|Robert Duvall|Laurence Fishburne|Sam Bottoms,Francis Ford Coppola,This is the end...,153,Drama|War,Zoetrope Studios,8/15/79,DIRECTING,Francis Coppola,False
Going the Distance,Drew Barrymore|Justin Long|Christina Applegate|Ron Livingston|Charlie Day,Nanette Burstein,A comedy about meeting each other halfway.,102,Comedy|Drama|Romance,New Line Cinema|Offspring Entertainment,9/1/10,DOCUMENTARY (Feature),"Paul Cowan and Jacques Bobet, Producers",False
Apocalypse Now,Martin Sheen|Marlon Brando|Robert Duvall|Laurence Fishburne|Sam Bottoms,Francis Ford Coppola,This is the end...,153,Drama|War,Zoetrope Studios,8/15/79,FILM EDITING,"Richard Marks, Walter Murch, Gerald B. Greenberg, Lisa Fruchtman",False
Apocalypse Now,Martin Sheen|Marlon Brando|Robert Duvall|Laurence Fishburne|Sam Bottoms,Francis Ford Coppola,This is the end...,153,Drama|War,Zoetrope Studios,8/15/79,BEST PICTURE,"Francis Coppola, Producer;  Fred Roos, Gray Frederickson and Tom Sternberg, Co-Producers",False
Apocalypse Now,Martin Sheen|Marlon Brando|Robert Duvall|Laurence Fishburne|Sam Bottoms,Francis Ford Coppola,This is the end...,153,Drama|War,Zoetrope Studios,8/15/79,SOUND,"Walter Murch, Mark Berger, Richard Beggs, Nat Boxer",True
Alien,Sigourney Weaver|Tom Skerritt|Veronica Cartwright|Harry Dean Stanton|John Hurt,Ridley Scott,In space no one can hear you scream.,117,Horror|Action|Thriller|Science Fiction,Twentieth Century-Fox Productions|Brandywine Productions,5/25/79,VISUAL EFFECTS,"H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling",True
Moonraker,Roger Moore|Lois Chiles|Michael Lonsdale|Corinne ClÃ©ry|Richard Kiel,Lewis Gilbert,Outer space now belongs to 007.,126,Action|Adventure|Thriller|Science Fiction,Eon Productions,6/26/79,VISUAL EFFECTS,"Derek Meddings, Paul Wilson, John Evans",False
Apocalypse Now,Martin Sheen|Marlon Brando|Robert Duvall|Laurence Fishburne|Sam Bottoms,Francis Ford Coppola,This is the end...,153,Drama|War,Zoetrope Studios,8/15/79,WRITING (Screenplay Based on Material from Another Medium),"John Milius, Francis Coppola",False
The Empire Strikes Back,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,Irvin Kershner,The Adventure Continues...,124,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,1/1/80,ART DIRECTION,"Art Direction:  Norman Reynolds, Leslie Dilley, Harry Lange, Alan Tomkins;  Set Decoration:  Michael Ford",False
The Empire Strikes Back,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,Irvin Kershner,The Adventure Continues...,124,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,1/1/80,MUSIC (Original Score),John Williams,False
The Empire Strikes Back,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,Irvin Kershner,The Adventure Continues...,124,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,1/1/80,SOUND,"Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton",True
The Empire Strikes Back,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,Irvin Kershner,The Adventure Continues...,124,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,1/1/80,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson",True
Arthur,Russell Brand|Helen Mirren|Greta Gerwig|Jennifer Garner|Geraldine James,Jason Winer,Meet the world's only loveable billionaire.,110,Comedy|Romance,Warner Bros.,4/8/11,ACTOR IN A LEADING ROLE,Dudley Moore,False
Arthur,Russell Brand|Helen Mirren|Greta Gerwig|Jennifer Garner|Geraldine James,Jason Winer,Meet the world's only loveable billionaire.,110,Comedy|Romance,Warner Bros.,4/8/11,ACTOR IN A SUPPORTING ROLE,John Gielgud,True
Raiders of the Lost Ark,Harrison Ford|Karen Allen|Paul Freeman|Ronald Lacey|John Rhys-Davies,Steven Spielberg,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,115,Adventure|Action,Lucasfilm|Paramount Pictures,6/12/81,ART DIRECTION,"Art Direction:  Norman Reynolds, Leslie Dilley;  Set Decoration:  Michael Ford",True
Raiders of the Lost Ark,Harrison Ford|Karen Allen|Paul Freeman|Ronald Lacey|John Rhys-Davies,Steven Spielberg,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,115,Adventure|Action,Lucasfilm|Paramount Pictures,6/12/81,CINEMATOGRAPHY,Douglas Slocombe,False
Raiders of the Lost Ark,Harrison Ford|Karen Allen|Paul Freeman|Ronald Lacey|John Rhys-Davies,Steven Spielberg,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,115,Adventure|Action,Lucasfilm|Paramount Pictures,6/12/81,DIRECTING,Steven Spielberg,False
Raiders of the Lost Ark,Harrison Ford|Karen Allen|Paul Freeman|Ronald Lacey|John Rhys-Davies,Steven Spielberg,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,115,Adventure|Action,Lucasfilm|Paramount Pictures,6/12/81,FILM EDITING,Michael Kahn,True
Raiders of the Lost Ark,Harrison Ford|Karen Allen|Paul Freeman|Ronald Lacey|John Rhys-Davies,Steven Spielberg,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,115,Adventure|Action,Lucasfilm|Paramount Pictures,6/12/81,MUSIC (Original Score),John Williams,False
Arthur,Russell Brand|Helen Mirren|Greta Gerwig|Jennifer Garner|Geraldine James,Jason Winer,Meet the world's only loveable billionaire.,110,Comedy|Romance,Warner Bros.,4/8/11,MUSIC (Original Song),"Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen",True
For Your Eyes Only,Roger Moore|Carole Bouquet|Chaim Topol|Lynn-Holly Johnson|Julian Glover,John Glen,"No one comes close to James Bond, 007.",127,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM),6/23/81,MUSIC (Original Song),Music by Bill Conti; Lyric by Mick Leeson,False
Raiders of the Lost Ark,Harrison Ford|Karen Allen|Paul Freeman|Ronald Lacey|John Rhys-Davies,Steven Spielberg,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,115,Adventure|Action,Lucasfilm|Paramount Pictures,6/12/81,BEST PICTURE,"Frank Marshall, Producer",False
Raiders of the Lost Ark,Harrison Ford|Karen Allen|Paul Freeman|Ronald Lacey|John Rhys-Davies,Steven Spielberg,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,115,Adventure|Action,Lucasfilm|Paramount Pictures,6/12/81,SOUND,"Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman",True
Raiders of the Lost Ark,Harrison Ford|Karen Allen|Paul Freeman|Ronald Lacey|John Rhys-Davies,Steven Spielberg,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,115,Adventure|Action,Lucasfilm|Paramount Pictures,6/12/81,VISUAL EFFECTS,"Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston",True
Arthur,Russell Brand|Helen Mirren|Greta Gerwig|Jennifer Garner|Geraldine James,Jason Winer,Meet the world's only loveable billionaire.,110,Comedy|Romance,Warner Bros.,4/8/11,WRITING (Screenplay Written Directly for the Screen),Steve Gordon,False
Raiders of the Lost Ark,Harrison Ford|Karen Allen|Paul Freeman|Ronald Lacey|John Rhys-Davies,Steven Spielberg,Indiana Jones - the new hero from the creators of JAWS and STAR WARS.,115,Adventure|Action,Lucasfilm|Paramount Pictures,6/12/81,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),"Ben Burtt, Richard L. Anderson",True
Blade Runner,Harrison Ford|Rutger Hauer|Sean Young|Edward James Olmos|Joe Turkel,Ridley Scott,Man has made his match... now it's his problem.,117,Science Fiction|Drama|Thriller,Shaw Brothers|Warner Bros.|The Ladd Company,6/25/82,ART DIRECTION,"Art Direction:  Lawrence G. Paull, David L. Snyder;  Set Decoration:  Linda DeScenna",False
Blade Runner,Harrison Ford|Rutger Hauer|Sean Young|Edward James Olmos|Joe Turkel,Ridley Scott,Man has made his match... now it's his problem.,117,Science Fiction|Drama|Thriller,Shaw Brothers|Warner Bros.|The Ladd Company,6/25/82,VISUAL EFFECTS,"Douglas Trumbull, Richard Yuricich, David Dryer",False
Return of the Jedi,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,Richard Marquand,The Empire Falls...,135,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,5/23/83,ART DIRECTION,"Art Direction:  Norman Reynolds, Fred Hole, James Schoppe;  Set Decoration:  Michael Ford",False
WarGames,Matthew Broderick|Dabney Coleman|Ally Sheedy|John Wood|Barry Corbin,John Badham,"Is it a game, or is it real?",114,Thriller|Science Fiction,United Artists|Sherwood Productions,6/3/83,CINEMATOGRAPHY,William A. Fraker,False
Return of the Jedi,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,Richard Marquand,The Empire Falls...,135,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,5/23/83,MUSIC (Original Score),John Williams,False
Return of the Jedi,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,Richard Marquand,The Empire Falls...,135,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,5/23/83,SOUND,"Ben Burtt, Gary Summers, Randy Thom, Tony Dawe",False
WarGames,Matthew Broderick|Dabney Coleman|Ally Sheedy|John Wood|Barry Corbin,John Badham,"Is it a game, or is it real?",114,Thriller|Science Fiction,United Artists|Sherwood Productions,6/3/83,SOUND,"Michael J. Kohut, Carlos de Larios, Aaron Rochin, Willie D. Burton",False
Return of the Jedi,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,Richard Marquand,The Empire Falls...,135,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,5/23/83,SOUND EFFECTS EDITING,Ben Burtt,False
WarGames,Matthew Broderick|Dabney Coleman|Ally Sheedy|John Wood|Barry Corbin,John Badham,"Is it a game, or is it real?",114,Thriller|Science Fiction,United Artists|Sherwood Productions,6/3/83,WRITING (Screenplay Written Directly for the Screen),"Lawrence Lasker, Walter F. Parkes",False
Return of the Jedi,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,Richard Marquand,The Empire Falls...,135,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,5/23/83,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Richard Edlund, Dennis Muren, Ken Ralston, Phil Tippett",True
Starman,Jeff Bridges|Karen Allen|Charles Martin Smith|Richard Jaeckel|Robert Phalen,John Carpenter,"In 1977 Voyager II was launched into space, inviting all lifeforms in the universe to visit our planet. Get ready. Company's coming.",115,Action|Adventure|Drama|Romance|Science Fiction,Columbia Pictures|Delphi II Productions|Industrial Light & Magic (ILM),12/14/84,ACTOR IN A LEADING ROLE,Jeff Bridges,False
The Karate Kid,Jaden Smith|Jackie Chan|Taraji P. Henson|Yu Rong-Guang|Tess Liu,Harald Zwart,A Challenge He Never Imagined. A Teacher He Never Expected.,140,Action|Adventure|Drama|Family,Columbia Pictures|Jerry Weintraub Productions|China Film Group|Overbrook Entertainment,6/10/10,ACTOR IN A SUPPORTING ROLE,Noriyuki 'Pat' Morita,False
Indiana Jones and the Temple of Doom,Harrison Ford|Kate Capshaw|Jonathan Ke Quan|Amrish Puri|Roshan Seth,Steven Spielberg,If adventure has a name... it must be Indiana Jones.,118,Adventure|Action,Lucasfilm|Paramount Pictures,5/23/84,MUSIC (Original Score),John Williams,False
Footloose,Kenny Wormald|Julianne Hough|Dennis Quaid|Andie MacDowell|Miles Teller,Craig Brewer,There comes a time to cut loose.,113,Drama|Music|Romance,Spyglass Entertainment|MTV Films,10/6/11,MUSIC (Original Song),Music and Lyric by Kenny Loggins and Dean Pitchford,False
Ghostbusters,Bill Murray|Dan Aykroyd|Sigourney Weaver|Harold Ramis|Rick Moranis,Ivan Reitman,They ain't afraid of no ghost.,107,Fantasy|Action|Comedy|Science Fiction|Family,Columbia Pictures Corporation|Delphi Films|Black Rhino Productions,6/7/84,MUSIC (Original Song),"Music and Lyric by Ray Parker, Jr.",False
Footloose,Kenny Wormald|Julianne Hough|Dennis Quaid|Andie MacDowell|Miles Teller,Craig Brewer,There comes a time to cut loose.,113,Drama|Music|Romance,Spyglass Entertainment|MTV Films,10/6/11,MUSIC (Original Song),Music and Lyric by Tom Snow and Dean Pitchford,False
Up,Ed Asner|Christopher Plummer|Jordan Nagai|Bob Peterson|Delroy Lindo,Bob Peterson|Pete Docter,Fly Up to Venezuela,96,Animation|Comedy|Family|Adventure,Walt Disney Pictures|Pixar Animation Studios,5/13/09,SHORT FILM (Live Action),"Mike Hoover, Producer",True
Ghostbusters,Bill Murray|Dan Aykroyd|Sigourney Weaver|Harold Ramis|Rick Moranis,Ivan Reitman,They ain't afraid of no ghost.,107,Fantasy|Action|Comedy|Science Fiction|Family,Columbia Pictures Corporation|Delphi Films|Black Rhino Productions,6/7/84,VISUAL EFFECTS,"Richard Edlund, John Bruno, Mark Vargo, Chuck Gaspar",False
Indiana Jones and the Temple of Doom,Harrison Ford|Kate Capshaw|Jonathan Ke Quan|Amrish Puri|Roshan Seth,Steven Spielberg,If adventure has a name... it must be Indiana Jones.,118,Adventure|Action,Lucasfilm|Paramount Pictures,5/23/84,VISUAL EFFECTS,"Dennis Muren, Michael McAlister, Lorne Peterson, George Gibbs",True
Back to the Future,Michael J. Fox|Christopher Lloyd|Lea Thompson|Crispin Glover|Thomas F. Wilson,Robert Zemeckis,He's the only kid ever to get into trouble before he was born.,116,Adventure|Comedy|Science Fiction|Family,Universal Pictures|Amblin Entertainment|U-Drive Productions,7/3/85,MUSIC (Original Song),Music by Chris Hayes and Johnny Colla; Lyric by Huey Lewis,False
Back to the Future,Michael J. Fox|Christopher Lloyd|Lea Thompson|Crispin Glover|Thomas F. Wilson,Robert Zemeckis,He's the only kid ever to get into trouble before he was born.,116,Adventure|Comedy|Science Fiction|Family,Universal Pictures|Amblin Entertainment|U-Drive Productions,7/3/85,SOUND,"Bill Varney, B. Tennyson Sebastian II, Robert Thirlwell, William B. Kaplan",False
